food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"Beans, Dry, Black, 214 (0% moisture)",1600.0,1.76,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 547 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 547 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 263 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 263 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 570 (0% moisture)",1600.0,26.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 570 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 251 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 251 (0% moisture)",1600.0,1.74,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 592 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 592 (0% moisture)",1600.0,26.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 238 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 238 (0% moisture)",1600.0,1.49,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 528 (0% moisture)",1600.0,1.42,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 528 (0% moisture)",1600.0,25.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 273 (0% moisture)",1600.0,1.64,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 273 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 529 (0% moisture)",1600.0,1.64,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 529 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 472 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 472 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 753 (0% moisture)",1600.0,1.31,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 753 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 286 (0% moisture)",1600.0,1.46,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 286 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 596 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 596 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 297 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 297 (0% moisture)",1600.0,1.53,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 600 (0% moisture)",1600.0,1.5,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 600 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 317 (0% moisture)",1600.0,21.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 317 (0% moisture)",1600.0,0.98,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 625 (0% moisture)",1600.0,0.96,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 625 (0% moisture)",1600.0,22.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 291 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 291 (0% moisture)",1600.0,1.78,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 574 (0% moisture)",1600.0,25.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 574 (0% moisture)",1600.0,1.83,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 11F-8057 (0% moisture)",1600.0,1.16,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 11F-8057 (0% moisture)",1600.0,25.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 11F-8160 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 11F-8160 (0% moisture)",1600.0,26.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 239 (0% moisture)",1600.0,1.43,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 239 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 571 (0% moisture)",1600.0,25.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 571 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 272 (0% moisture)",1600.0,26.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 272 (0% moisture)",1600.0,1.48,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 618 (0% moisture)",1600.0,1.43,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 618 (0% moisture)",1600.0,25.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 265 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 265 (0% moisture)",1600.0,21.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 527 (0% moisture)",1600.0,1.19,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 527 (0% moisture)",1600.0,22.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 309 (0% moisture)",1600.0,25.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 309 (0% moisture)",1600.0,1.27,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 549 (0% moisture)",1600.0,1.24,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 549 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 285 (0% moisture)",1600.0,1.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 285 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 544 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 544 (0% moisture)",1600.0,1.02,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 275 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 275 (0% moisture)",1600.0,1.6,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 564 (0% moisture)",1600.0,1.72,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White, 564 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small White (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small White (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Red, 345 (0% moisture)",1600.0,1.19,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Red, 345 (0% moisture)",1600.0,21.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Red, 645 (0% moisture)",1600.0,1.13,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Red, 645 (0% moisture)",1600.0,21.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Red (0% moisture)",1600.0,21.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Red (0% moisture)",1600.0,1.16,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8063 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8063 (0% moisture)",1600.0,1.29,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8128 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8128 (0% moisture)",1600.0,1.15,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8087 (0% moisture)",1600.0,26.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8087 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8145 (0% moisture)",1600.0,26.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8145 (0% moisture)",1600.0,1.09,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8025 (0% moisture)",1600.0,1.6,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8025 (0% moisture)",1600.0,26.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",1600.0,26.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",1600.0,1.31,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8097 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8097 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",1600.0,1.14,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",1600.0,23.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8053 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8053 (0% moisture)",1600.0,1.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8134 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8134 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8051 (0% moisture)",1600.0,1.08,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8051 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",1600.0,24.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",1600.0,1.24,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8093 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8093 (0% moisture)",1600.0,1.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8110 (0% moisture)",1600.0,1.14,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8110 (0% moisture)",1600.0,24.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",1600.0,1.09,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",1600.0,1.29,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8090 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8090 (0% moisture)",1600.0,1.03,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8152 (0% moisture)",1600.0,1.37,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8152 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",1600.0,1.09,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8192 (0% moisture)",1600.0,1.02,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8192 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",1600.0,1.36,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8185 (0% moisture)",1600.0,1.26,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8185 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",1600.0,1.13,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8172 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8172 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8067 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8067 (0% moisture)",1600.0,1.17,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8125 (0% moisture)",1600.0,25.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8125 (0% moisture)",1600.0,0.93,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8008 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8008 (0% moisture)",1600.0,1.47,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8171 (0% moisture)",1600.0,24.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8171 (0% moisture)",1600.0,1.12,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8092 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8092 (0% moisture)",1600.0,1.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8138 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8138 (0% moisture)",1600.0,1.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8077 (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8077 (0% moisture)",1600.0,1.16,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8139 (0% moisture)",1600.0,26.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 11F-8139 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 441 (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 441 (0% moisture)",1600.0,1.37,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 648 (0% moisture)",1600.0,1.38,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 648 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 446 (0% moisture)",1600.0,31.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 446 (0% moisture)",1600.0,1.19,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 726 (0% moisture)",1600.0,1.24,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 726 (0% moisture)",1600.0,28.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 235 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 235 (0% moisture)",1600.0,28.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 579 (0% moisture)",1600.0,30.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 579 (0% moisture)",1600.0,1.21,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 306 (0% moisture)",1600.0,26.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 306 (0% moisture)",1600.0,1.43,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 594 (0% moisture)",1600.0,28.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 594 (0% moisture)",1600.0,1.22,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 423 (0% moisture)",1600.0,1.12,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 423 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 651 (0% moisture)",1600.0,22.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 651 (0% moisture)",1600.0,1.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 315 (0% moisture)",1600.0,28.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 315 (0% moisture)",1600.0,1.36,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 581 (0% moisture)",1600.0,29.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 581 (0% moisture)",1600.0,1.27,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 396 (0% moisture)",1600.0,21.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 396 (0% moisture)",1600.0,1.47,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 778 (0% moisture)",1600.0,22.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 778 (0% moisture)",1600.0,1.48,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 406 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 406 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 688 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 688 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 384 (0% moisture)",1600.0,22.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 384 (0% moisture)",1600.0,1.17,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 644 (0% moisture)",1600.0,1.27,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 644 (0% moisture)",1600.0,21.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 380 (0% moisture)",1600.0,1.17,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 380 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 748 (0% moisture)",1600.0,1.25,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 748 (0% moisture)",1600.0,24.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Great Northern, 392 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
