food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"Beans, Dry, Small Red, 471 (0% moisture)",1600.0,1.26,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 471 (0% moisture)",1600.0,20.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 757 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 757 (0% moisture)",1600.0,22.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 323 (0% moisture)",1600.0,1.46,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 323 (0% moisture)",1600.0,22.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 703 (0% moisture)",1600.0,1.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red, 703 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Small Red (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red, 490 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red, 490 (0% moisture)",1600.0,1.01,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red, 756 (0% moisture)",1600.0,1.07,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red, 756 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Medium Red (0% moisture)",1600.0,1.04,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 11F-8022 (0% moisture)",1600.0,22.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 11F-8022 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 11F-8131 (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 11F-8131 (0% moisture)",1600.0,1.03,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 378 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 378 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 750 (0% moisture)",1600.0,25.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry, 750 (0% moisture)",1600.0,1.24,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Cranberry (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan, 11F-8086 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan, 11F-8086 (0% moisture)",1600.0,1.22,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan, 11F-8174 (0% moisture)",1600.0,24.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan, 11F-8174 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Light Tan (0% moisture)",1600.0,24.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8045 (0% moisture)",1600.0,26.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8045 (0% moisture)",1600.0,1.62,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8177 (0% moisture)",1600.0,0.92,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8177 (0% moisture)",1600.0,26.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8036 (0% moisture)",1600.0,1.07,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8036 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8122 (0% moisture)",1600.0,1.08,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8122 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8003 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8003 (0% moisture)",1600.0,1.67,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8117 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8117 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8016 (0% moisture)",1600.0,1.55,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8016 (0% moisture)",1600.0,21.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8112 (0% moisture)",1600.0,21.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8112 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8013 (0% moisture)",1600.0,1.11,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8013 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8180 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8180 (0% moisture)",1600.0,1.54,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8039 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8039 (0% moisture)",1600.0,25.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8116 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8116 (0% moisture)",1600.0,1.15,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8023 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8023 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8168 (0% moisture)",1600.0,1.04,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8168 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8062 (0% moisture)",1600.0,1.29,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8062 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8150 (0% moisture)",1600.0,1.12,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8150 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8046 (0% moisture)",1600.0,24.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8046 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8146 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8146 (0% moisture)",1600.0,1.05,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8000 (0% moisture)",1600.0,26.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8000 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8129 (0% moisture)",1600.0,0.96,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8129 (0% moisture)",1600.0,24.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8044 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8044 (0% moisture)",1600.0,1.49,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8158 (0% moisture)",1600.0,0.97,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8158 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8029 (0% moisture)",1600.0,1.75,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8029 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8119 (0% moisture)",1600.0,25.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8119 (0% moisture)",1600.0,1.37,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8002 (0% moisture)",1600.0,25.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8002 (0% moisture)",1600.0,1.35,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8135 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8135 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8020 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8020 (0% moisture)",1600.0,1.11,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8140 (0% moisture)",1600.0,1.14,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8140 (0% moisture)",1600.0,26.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8015 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8015 (0% moisture)",1600.0,1.46,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8123 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 11F-8123 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 348 (0% moisture)",1600.0,1.05,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 348 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 737 (0% moisture)",1600.0,1.08,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 737 (0% moisture)",1600.0,26.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 298 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 298 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 533 (0% moisture)",1600.0,23.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 533 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 331 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 331 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 745 (0% moisture)",1600.0,1.34,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 745 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 244 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 244 (0% moisture)",1600.0,1.6,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 604 (0% moisture)",1600.0,1.51,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 604 (0% moisture)",1600.0,25.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 250 (0% moisture)",1600.0,1.55,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 250 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 583 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 583 (0% moisture)",1600.0,24.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 269 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 269 (0% moisture)",1600.0,1.53,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 566 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 566 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 296 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 296 (0% moisture)",1600.0,1.34,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 611 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 611 (0% moisture)",1600.0,1.18,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 276 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 276 (0% moisture)",1600.0,1.54,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 624 (0% moisture)",1600.0,1.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 624 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 303 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 303 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 617 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 617 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 221 (0% moisture)",1600.0,25.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 221 (0% moisture)",1600.0,1.68,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 602 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 602 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 305 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 305 (0% moisture)",1600.0,1.96,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 553 (0% moisture)",1600.0,1.7,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 553 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 304 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 304 (0% moisture)",1600.0,1.92,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 601 (0% moisture)",1600.0,1.91,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 601 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 274 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 274 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 526 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 526 (0% moisture)",1600.0,1.26,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 232 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 232 (0% moisture)",1600.0,1.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 534 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 534 (0% moisture)",1600.0,23.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 219 (0% moisture)",1600.0,1.64,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 219 (0% moisture)",1600.0,21.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 580 (0% moisture)",1600.0,1.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 580 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 254 (0% moisture)",1600.0,1.55,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 254 (0% moisture)",1600.0,22.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 542 (0% moisture)",1600.0,1.42,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 542 (0% moisture)",1600.0,24.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 424 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 424 (0% moisture)",1600.0,1.49,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 267 (0% moisture)",1600.0,1.43,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 267 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 767 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 767 (0% moisture)",1600.0,1.32,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 569 (0% moisture)",1600.0,1.38,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 569 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 249 (0% moisture)",1600.0,1.62,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 249 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 590 (0% moisture)",1600.0,1.53,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 590 (0% moisture)",1600.0,25.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 282 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 282 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 597 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 597 (0% moisture)",1600.0,1.28,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 247 (0% moisture)",1600.0,1.26,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 247 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 619 (0% moisture)",1600.0,1.18,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 619 (0% moisture)",1600.0,26.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 222 (0% moisture)",1600.0,21.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 222 (0% moisture)",1600.0,1.75,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 608 (0% moisture)",1600.0,1.68,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 608 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 225 (0% moisture)",1600.0,1.26,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 225 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 573 (0% moisture)",1600.0,1.14,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 573 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 248 (0% moisture)",1600.0,22.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 248 (0% moisture)",1600.0,1.86,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 607 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 607 (0% moisture)",1600.0,1.78,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 223 (0% moisture)",1600.0,1.78,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 223 (0% moisture)",1600.0,23.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 522 (0% moisture)",1600.0,1.79,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 522 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 314 (0% moisture)",1600.0,21.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 314 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 531 (0% moisture)",1600.0,1.57,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 531 (0% moisture)",1600.0,21.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 215 (0% moisture)",1600.0,23.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 215 (0% moisture)",1600.0,2.0,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 615 (0% moisture)",1600.0,1.86,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 615 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 310 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 310 (0% moisture)",1600.0,2.01,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 536 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 536 (0% moisture)",1600.0,1.97,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 318 (0% moisture)",1600.0,1.58,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 318 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 537 (0% moisture)",1600.0,23.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 537 (0% moisture)",1600.0,1.69,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 271 (0% moisture)",1600.0,25.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 271 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 545 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 545 (0% moisture)",1600.0,1.38,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 278 (0% moisture)",1600.0,1.68,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 278 (0% moisture)",1600.0,25.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 552 (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 552 (0% moisture)",1600.0,1.68,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 266 (0% moisture)",1600.0,25.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 266 (0% moisture)",1600.0,1.41,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 550 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 550 (0% moisture)",1600.0,1.31,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 288 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 288 (0% moisture)",1600.0,1.44,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 572 (0% moisture)",1600.0,1.33,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 572 (0% moisture)",1600.0,25.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 301 (0% moisture)",1600.0,1.01,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 301 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 575 (0% moisture)",1600.0,26.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 575 (0% moisture)",1600.0,0.93,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 259 (0% moisture)",1600.0,1.72,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 259 (0% moisture)",1600.0,24.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 610 (0% moisture)",1600.0,1.46,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 610 (0% moisture)",1600.0,26.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 395 (0% moisture)",1600.0,22.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 395 (0% moisture)",1600.0,1.72,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 258 (0% moisture)",1600.0,1.71,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 258 (0% moisture)",1600.0,22.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 707 (0% moisture)",1600.0,23.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 707 (0% moisture)",1600.0,1.59,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 562 (0% moisture)",1600.0,22.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 562 (0% moisture)",1600.0,1.63,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 227 (0% moisture)",1600.0,22.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 227 (0% moisture)",1600.0,1.6,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 620 (0% moisture)",1600.0,24.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 620 (0% moisture)",1600.0,1.47,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Black, 214 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
